"";"name";"address";"city";"postal_code";"zone";"food";"food_sample";"ambient";"keywords";"menu";"target";"score";"opinions_count";"price";"opinions_count_log";"weekly_hours";"open_lunch";"open_dinner";"open_weekend";"latitude";"longitude";"dist_centre_km";"renda_mitjana_bruta"
"272";"RESTAURANTE LA YUVI";"Carrer de Pablo Iglesias, 116";"Barcelona";"08016";"Nou Barris-St Andreu";"Italiana. Pizzería.";"Pizza barbacoa. Pizza mediterránea. Tiramisú. Pizza desayuno. Pizza 4 quesos. Pizza de jamón y queso. Pizza margarita. Pizza carbonara. Pizza de pepperoni picante";"Informal, Bien calidad-precio.";"Terraza, Económico, Comida para llevar, Abierto en domingo, Comida a domicilio, Acceso movilidad reducida.";"Unknown";"Para grupos, Para amigos, Para ir con niños, Para jóvenes, Para familias.";9,4;387;20;5,96100533962327;35,5;TRUE;TRUE;TRUE;41,4461405;2,1833249;6,67541857991621;29168
"273";"RESTAURANTE DAGMA";"Avinguda Diagonal, 1";"Barcelona";"08019";"Diagonal Mar";"Internacional, Mediterránea";"Croquetas de humus y berenjena. Ravioli de gambas con duxelle de setas. Tarta fina de buey de mar chili crab con mermelada de tomate. Crujiente de pollo con crema de setas, yemas curadas y su jugo. Chuletón de vaca madurada 700Gr. Morro de bacalao";"Actual.";"Terraza Top, Situado en un hotel.";"Menú degustación";"Para cenas empresa, Para amigos.";9,4;122;42,5;4,81218435537242;49;TRUE;TRUE;TRUE;41,4109829;2,218573;4,84882933246814;37840
"274";"RESTAURANTE LALAN'S";"Avinguda de Mistral, 44";"Barcelona";"08015";"Sant Antoni";"Castellana, Catalana";"Pincho de tortilla. Tortilla de patatas. Lacón. Bocadillo de tortilla. Oreja a la plancha. Bravas. Tortilla de verdura. Morcilla. Callos. Anchoas. Pan con tomate";"Informal, Bien calidad-precio.";"Donde ver fútbol, Económico, Comida para llevar, Acceso movilidad reducida, Ticket restaurant (tarjeta).";"Unknown";"Para grupos, Para amigos, Para jóvenes.";9,4;749;20;6,62007320653036;51;TRUE;FALSE;TRUE;41,3764227;2,1552204;1,71202420395964;40775
"275";"RESTAURANTE LUTE BAR & BOWLS";"Carrer de Sant Medir, 9";"Barcelona";"08028";"Sants";"Mediterránea, Regional española";"Croqueta de gorgonzola y nuez. Croquetas de pollo thai. Ensalada de burrata de estación. Surtido de aceitunas. Queso al horno con tostadas. Hummus de la casa con tostadas. Bravas con salsa casera. Canelones de temporada. Edamames con salsa kimchee picante. Gyozas de pollo y verduras. Farinata. Postre del dia.";"Informal, Actual.";"Unknown";"Carta a precio fijo";"Para grupos, Para amigos, Para jóvenes, Para familias.";9,4;1122;20;7,02375895473844;26,1666666666667;TRUE;TRUE;TRUE;41,3742634;2,1332024;3,39243360971012;41480
"276";"RESTAURANTE RINCÓN PERSA";"Carrer de Floridablanca, 85";"Barcelona";"08015";"Sant Antoni";"Asiática, Persa";"Hojas de parra, arroz, hierbas aromáticas y especias. Arroz con habas, eneldo y carne de cordero lechal. Brochetas de carne picada de ternera y cordero con tomates a la brasa. Pollo con salsa de nueces y jugo de granada, con arroz basmati y azafrán. Revuelto de dátiles con huevos, canela y azafrán.";"Original, Exótico.";"Espectáculo (danza del vientre: noches de viernes y sábado), Ticket restaurant.";"Unknown";"Para amigos, Para cenas empresa, Para grupos.";9,4;3935;30;8,27792025817214;42;TRUE;TRUE;TRUE;41,3793271;2,1592102;1,24773870284289;40775
"277";"RESTAURANTE GINESTA";"Carrer de l'Harmonia, 2";"Barcelona";"08035";"Horta-Guinardó";"Vegetariana, Mediterránea, Regional española";"Terrina de foie curado con sal y oporto. Terrina de pulpo de Arenys, patata confitada y piparra. Esqueixada de bacalao. Alcachofas confitadas con perejil y parmesano. Costilla de cerdo ibérico, soja y miel. Atún en tataki, algas wakame y teriyaki. Salmón marinado con espárragos, patata confitada y hongos shiitake.";"Informal.";"Terraza, Comida para llevar, Acceso movilidad reducida.";"Unknown";"Para grupos, Para amigos, Para ir con niños, Para familias.";9,4;671;20;6,51025834052315;54;TRUE;FALSE;TRUE;41,4341311;2,1441995;5,67475575832646;37696
"278";"RESTAURANTE NA MINDONA";"Carrer de la Riereta, 8";"Barcelona";"08001";"El Raval";"Tapas. Medias raciones, Balear";"Frit Mallorquí. Pica Pica (sèpia con cebolla). Ensaladilla. Callos con hierbas aromáticas. Pilotes. Coca de trempó con queso mallorquín. Sopas mallorquinas. Esnalada ""Na Mindona"". Caracoles con hierbas aromáticas. Espinagada de musola o de carne. Lengua con alcaparras.";"Informal, Bien calidad-precio, Actual.";"Comida para llevar, Acceso movilidad reducida.";"Carta a precio fijo";"Para amigos, Para jóvenes, Para familias.";9,4;772;30;6,65027904858742;21,5;TRUE;TRUE;TRUE;41,3785622;2,1676954;0,960523940445394;27000
"279";"RESTAURANTE TAPS BAR";"Carrer de la Mare de Déu del Remei, 53";"Barcelona";"08004";"Poble Sec-Montjuïc";"Quesos, Tapas, Catalana, De mercado, Embutidos, Regional española, Tradicional";"Pincho de tortilla del chef. Queso a la plancha. Croquetas de jamón. Quesadillas mexicanas. Chistorritas encebolladas. Alitas de pollo con barbacoa. Boquerones fritos. Tacos de pulled pork. Gambas roja a la plancha.Tablas de quesos y embutidos. Carrillada de cerdo. Huevos estrellados. Pulpo a la gallega.";"Informal, Tradicional.";"Bodega bar, Cocina Non Stop, Apto para mascotas, Comida para llevar, Abierto en domingo.";"Unknown";"Para grupos, Para ir con niños, Para familias.";9,4;4560;30;8,4252971767117;48;TRUE;TRUE;TRUE;41,3728999;2,1556388;1,98059183086344;32123
"280";"RESTAURANTE VABOWL";"Carrer de la Diputació, 139";"Barcelona";"08011";"Eixample Esquerre";"Sana, Asiática";"Gyozas rellenas de carne picada de cerdo y col a la juliana. Albóndigas de gambas acompañado con pepino. Costillas con salsa Chashao. Arroz blanco. Shao Mai rellenas de carne picada de cerdo con gambas. Muslo de pollo con setas.";"Bien calidad-precio.";"Platos para celíacos, Apto para mascotas, Acceso movilidad reducida.";"Menú mediodía";"Para amigos, Para jóvenes, Para familias.";9,4;547;30;6,30627528694802;42;TRUE;TRUE;TRUE;41,3834801;2,1576624;1,11024281229021;45294
"281";"RESTAURANTE SAMSARA";"Carrer de Guítert, 58";"Barcelona";"08003";"La Barceloneta";"Mediterránea";"Bravas. Huevos benedictinos. Tostada con aguacate. Pan con tomate. Pastel de zanahoria. Hamburguesa. Arroz con mango. Pastel de oreo";"Informal, Bien calidad-precio.";"Vistas, Terraza, Brunch, Económico, Comida para llevar, Abierto en domingo, Acceso movilidad reducida.";"Unknown";"Para amigos, Para grupos, Para ir con niños, Para jóvenes, Para familias.";9,4;1101;20;7,00488198971286;60,5;TRUE;FALSE;TRUE;41,3779445;2,191041;2,01878077788724;34389
"282";"RESTAURANTE LA MARTINA";"Carrer de Vilafranca, 21";"Barcelona";"08024";"Gràcia";"Sana, Catalana, Mediterránea, Regional española";"Patatas con romesco y alioli. Buñuelos de bacalao. Tabla de jamón ibérico. Carpaccio de gambas con manzana y lima. Arroz de sepia y gambas. Vittello tonnato. Bonito en escabeche con cerezas y aguacate. Mediana de ternera.";"Informal, Actual.";"Unknown";"Carta a precio fijo";"Para grupos, Para amigos, Para jóvenes.";9,4;667;20;6,50428817353665;45;TRUE;TRUE;FALSE;41,4074138;2,1563841;2,54477548013318;40129
"283";"RESTAURANTE BODEGA BORRÀS";"Carrer de Casanova, 85";"Barcelona";"08011";"Eixample Esquerre";"Brasería, Arroces";"Codorniz en escabeche y a la brasa. Gambas roja al martillo, emulsión de aguacate, piñones, helado de piparra. Berenjena lacada, almendras, recuit de trapo y miel de caña. Steak tartar de ternera, emulsión de anchoas y yema curada. Canelón de pollo de payés, bechamel de romero y crujiente de queso manchego. Lingote de cola de buey, vino del Priorat, chocolate y boniato. Arroz ""socarrat"" de gamba roja, sepia y alioli confitado.";"Informal, Con encanto.";"Bodega bar, Brunch, Amantes del vino, Abierto en domingo, Acceso movilidad reducida, Después medianoche.";"Unknown";"Para grupos, Para familias.";9,4;936;42,5;6,84268328223842;44;TRUE;TRUE;TRUE;41,3861728;2,1575658;1,05088869198223;45294
"284";"RESTAURANTE BURGER WORLD";"Carrer del Consell de Cent, 257";"Barcelona";"08011";"Eixample Esquerre";"Hamburguesas";"Burger Sagrada Familia, Burger especial pollo, Crispy chicken";"Informal, Bien calidad-precio, Actual.";"Abierto en domingo.";"Carta a precio fijo";"Para grupos, Para amigos, Para jóvenes, Para familias.";9,4;986;20;6,89467003943348;91;TRUE;TRUE;TRUE;41,3868645;2,1599115;0,851064669840413;45294
"285";"RESTAURANTE RICE SABADELL";"Raval de Dins, 12";"Sabadell";"08202";"Alrededores";"Mediterránea";"Relleno de gambas. Menú degustación. Postres. Buñuelos de calamar. Arroz al limón. Baos de ternera. Steak tartar. Vinos. Ensalada. Pato confitado. Tiramisú";"Con encanto, Romántico.";"Amantes del vino, Abierto en domingo, Acceso movilidad reducida.";"Unknown";"Para grupos.";9,4;866;42,5;6,76503897678054;25,5;TRUE;TRUE;TRUE;41,5499366;2,108142;18,8599464019629;40043
"286";"RESTAURANTE EL CUINER DE DAMASC";"Carrer dels Templers, 2";"Barcelona";"08002";"Centro, El Gòtic";"Árabe, Siria";"Durum con o sin carne. Croquetas. Falafel. Hummus. Pastelitos Caseros. Kebab. Shawarma.";"Exótico, Informal.";"Económico, Comida para llevar.";"Carta a precio fijo";"Para amigos, Para jóvenes.";9,4;1034;20;6,94215670569947;15;TRUE;FALSE;TRUE;41,3814196;2,1776754;0,886693992170979;33754
"287";"RESTAURANTE BAR COSTA";"Carrer de Joaquín Costa, 53";"Barcelona";"08001";"Centro, El Raval";"Ibéricos, Castellana";"jamón de bellota, tabla de quesos con pan y mermelada, calamares fritos al estilo Orly, croquetas de jamón, tortilla de patata y cebolla, albóndigas caseras, tapa de paella, crema catalana, trufas de chocolate.";"Bien calidad-precio, Con encanto, Romántico.";"Abierto en domingo, Después medianoche.";"Menú degustación, Carta a precio fijo";"Para amigos, Para cenas empresa, Para grupos.";9,4;426;30;6,05678401322862;27,5;FALSE;TRUE;TRUE;41,3834751;2,164717;0,596744557936188;27000
"288";"RESTAURANTE LA PARRILLADA GRILL STEAK HOUSE";"Carrer de Salamanca, 1";"Barcelona";"08003";"La Barceloneta";"Brasería. Carnes., Argentina";"Entraña. Provoleta. Asado. Tortitas de dulce de leche. Empanada de pollo. Chupitos. Sangría. Empanada de carne. Queso provolone";"Informal, Rústico.";"Terraza Top, Vistas, Espectáculo, Terraza, Amantes del vino, Comida para llevar, Abierto en domingo, Comida a domicilio, Acceso movilidad reducida.";"Carta a precio fijo";"Para grupos.";9,4;11151;30;9,31937413300031;73,5;TRUE;TRUE;TRUE;41,3808468;2,1907951;1,8592820459081;34389
"289";"RESTAURANTE TRAGALDABAS";"Carrer de Mallorca, 96";"Barcelona";"08029";"Eixample Esquerre";"Mediterránea";"Cecina de wagyu. Torrija con helado de avellana. Manitas de cerdo. Cochinillo. Arroz de vieira i foie. Lechazo deshuesado. Bacalao confitado";"Con encanto, Están de moda.";"Terraza, Comida para llevar, Abierto en domingo, Comida a domicilio, Acceso movilidad reducida, Después medianoche.";"Unknown";"Para grupos, Para amigos.";9,4;625;42,5;6,4393503711001;27,5;TRUE;TRUE;TRUE;41,3852802;2,1516205;1,555232363143;50009
"290";"RESTAURANTE BAR VERAT";"Avinguda Pallaresa, 104";"Santa Coloma de Gramenet";"08921";"Alrededores";"Tradicional";"Torrijas Thai y Flor de Calabacín Rellena de Brandada, Bacalao A la Llauna Sin Sulfitos, Torrijas Thai, Mollete de Pato Pekin, Chucho de Mascarpone Recién Hecho";"Informal.";"Bodega bar, Comida para llevar, Acceso movilidad reducida.";"Unknown";"Para grupos.";9,4;4385;42,5;8,38617292897783;22,25;TRUE;TRUE;TRUE;41,4553057;2,2064924;8,18813895696689;28583
"291";"RESTAURANTE MATNA";"Avinguda de Sarrià, 37";"Barcelona";"08029";"Eixample Esquerre";"Pollos";"Arroz con huevo y ternera. Tortilla de verduras. Ternera con salsa de soja. Pollo picante. Pollo agridulce. Tiramisú verde. Marisco. Pasta de arroz";"Informal, Bien calidad-precio.";"Económico, Comida para llevar, Comida a domicilio, Acceso movilidad reducida, Ticket restaurant (tarjeta).";"Unknown";"Para grupos, Para amigos, Para jóvenes, Para familias.";9,4;509;20;6,23441072571837;32,5;TRUE;TRUE;TRUE;41,3902042;2,1444423;2,17232830932418;50009
"292";"RESTAURANTE ECHEGARAY";"Carrer de Marià Aguiló, 65";"Barcelona";"08005";"Poblenou";"Mediterránea";"Bravas de berenjena. Zamburiñas. Torreznos. Sardina ahumada. Fideos con morcilla. Calamares con butifarra. Mejillones. Almejas al ajillo. Calamares a la plancha. Chuleta de vaca vieja";"Informal.";"Terraza, Amantes del vino, Ticket restaurant (tarjeta).";"Unknown";"Para grupos.";9,4;700;42,5;6,55250788703459;20;TRUE;TRUE;TRUE;41,4018205;2,2023732;3,15998122967109;46826
"293";"RESTAURANTE PANINARO";"Carrer de Sèneca, 33";"Barcelona";"08006";"Gràcia";"Quesos, Bocadillos, Embutidos, Italiana";"Focaccia de mortadella, burrata y pesto de pistacho. Focaccia de mozzarella de búfala, cherrys asados y albahaca. Focaccia de berenjena, tomate y parmesano.";"Informal, Actual.";"Comida para llevar, Abierto en domingo, Comida a domicilio, Acceso movilidad reducida.";"Unknown";"Para amigos, Para ir con niños, Para jóvenes, Para familias.";9,4;285;20;5,65599181081985;78;TRUE;TRUE;TRUE;41,3964882;2,1557553;1,59709720302569;62977
"294";"RESTAURANTE RESTAURANT L'Ó";"Camí de Sant Benet, S/N";"Sant Fruitós de Bages";"08272";"Alrededores";"Creativa, De autor, De fusión, De mercado, Mediterránea";"Verduras del huerto. Ostras. Rodaballo con ajo. Esparrago blanco con gazpacho. Canelones. Steak tartar. Lubina";"Exclusivo, Con encanto.";"Terraza Top, Amantes del vino, Mesas redondas.";"Unknown";"Unknown";9,4;900;60;6,80350525760834;5;TRUE;TRUE;TRUE;41,7520821;1,8606912;48,1216196106346;49096,9785191956
"295";"RESTAURANTE EL PATI DEL POBLENOU";"Carrer de Pere IV, 132";"Barcelona";"08005";"Poblenou";"Tapas, Mediterránea";"Calamares a la romana. Croquetas caseras. Buñuelos de bacalao. Pulpo a la gallega. Pulpo con cebolla. Pulpo a la brasa con alioli. Esqueixada de bacalao. Carpaccio de ahumados. Anguila ahumada con pan de cristal. Ortigas de mar. Jamón de Guijuelo. Jamón de bellota. Surtido de Ibéricos. Foie gras mi-cuit de pato. Jamón y quesos. Xapadillo de anguila. Sepia troceada. Tostadas de pan con tomate. Caracoles a la llauna.";"Informal, Bien calidad-precio.";"Terraza, Desayunos de tenedor, Comida para llevar, Acceso movilidad reducida.";"Unknown";"Para amigos, Para familias.";9,4;208;20;5,34233425196481;46;TRUE;FALSE;TRUE;41,4006731;2,196119;2,65292040188271;46826
"296";"RESTAURANTE BERBENA";"Carrer de Minerva, 6";"Barcelona";"08006";"Eixample Dret";"Carnes, Casera, Catalana, Mediterránea";"Nyàmeres. Cyoza de cola de buey y azuki con salsa verde. Dé mhu de tapioca y chedar. Fole de rape y crujientes. La calabaza del Hide con stracciatella. Cecina y celero. Richillo de mejillones. Girgola, coliflor y avellanas. Tortilla de setas, y calabacín. Lengua de buey y berenjena ahumada. Atún marinado y uva. Klostertaler, leche pasteurizada de vaca. Retotta Pescualete. Coca castellana. Shropshire Colston Basset. Rondin de Querey, leche cruda de cabra. Arzüz Ulloa.";"Original, Informal, Tradicional, Rústico, Clásico, Actual.";"Estrella Michelin.";"Unknown";"Para amigos, Para cenas empresa, Para negocios, Para jóvenes, Para familias.";9,4;624;42,5;6,4377516497364;30,25;TRUE;TRUE;TRUE;41,396421;2,1565457;1,54310733502289;62977
"297";"RESTAURANTE PARDA";"Carrer del Rosselló, 231";"Barcelona";"08008";"Eixample Esquerre";"Carnes";"Pulpo. Aguacate a la brasa. Ensalada de burrata. Croquetas. Salmón a la brasa. Calamar. Lubina a la brasa. Entrecot. Chuletón. Tomahawk. Tartar de solomillo. Torreznos";"Exclusivo, Romántico.";"Terraza, Comida para llevar, Abierto en domingo, Acceso movilidad reducida, Ticket restaurant (tarjeta).";"Unknown";"Para grupos.";9,4;692;30;6,5410299991899;77;TRUE;TRUE;TRUE;41,3939142;2,1579619;1,27279676091341;70245
"298";"RESTAURANTE CHILA 湘遇";"Carrer de Mallorca, 188";"Barcelona";"08036";"Eixample Esquerre";"China";"Los platos estrella de Chila incluyen su ""corte de carne de primera calidad"", ""salmón con puré de raíz de apio"", ""empanadas de cordero"", ""langosta con emulsión de manteca de hierbas"", ""tartar de atún con aguacate"", y su ""postre de chocolate con helado de maracuyá"".";"Informal, Bien calidad-precio.";"Económico, Comida para llevar, Abierto en domingo, Comida a domicilio, Ticket restaurant (tarjeta).";"Unknown";"Para amigos, Para ir con niños, Para jóvenes, Para familias.";9,4;1297;30;7,16857989726403;77;TRUE;TRUE;TRUE;41,389468;2,1570492;1,12405681553063;53717
"299";"RESTAURANTE RACÓ D'EN CESC";"Carrer de la Diputació, 201";"Barcelona";"08011";"Centro, Eixample Esquerre";"Creativa, De mercado, Mediterránea";"Salmón y gambas marinadas con gin-tonic, pepino y salicornia. Salteado de calamares, almejas y flor de calabacín. Tallarines con sepia, mejillón y cilantro. Arroz con pulpo a feira, butifarra negra y aceite de humo. Bacalao con salsa de tomate verde. Cordero confitado con ensalada griega. Steak tartar de ternera con helado de mostaza. Magret de pato de bellota con risotto de cebada.";"Emblemático, Tradicional, Clásico, Preferidos.";"Platos para celíacos, Amantes del vino, Mesas redondas, Acceso movilidad reducida.";"Menú degustación, Menú para grupos";"Para grupos, Para cenas empresa, Para amigos, Para negocios, Para familias.";9,4;2886;60;7,96797317966293;33;TRUE;TRUE;TRUE;41,386184;2,1612608;0,743810460322155;45294
"300";"RESTAURANTE OTRA COSA TABERNA";"Carrer Gran de Sant Andreu, 45";"Barcelona";"08030";"Nou Barris-St Andreu";"Coreana, Creativa, Asiática";"Coca del Forn del Passeig con anchoa del Perelló,  La pizzeta del Perelló, Cebiche Nikkei, Donut del Forn del Passeig";"Original, Informal.";"Comida para llevar.";"Carta a precio fijo";"Para amigos, Para jóvenes.";9,4;486;30;6,18826412308259;31;TRUE;TRUE;TRUE;41,4289401;2,1901762;4,96053097290674;35224
"301";"RESTAURANTE LA MAMA ACASA";"Carrer de Guitard, 41";"Barcelona";"08014";"Sants";"Rumana";"Sopa de callos. Sopa de albóndigas. Sopa de pollo. Ensalada búlgara. Bomba de polenta y queso. Sofrito de legumbres. Col encurtida. Chuletas de cerdo. Mici. Pollo Stronganoff. Cazuela de hígado con cebolla caramelizada. Pastrami de oveja a la parrilla.";"Informal, Actual.";"Abierto en domingo.";"Unknown";"Para grupos, Para amigos.";9,4;1440;20;7,27309259599952;48;TRUE;TRUE;TRUE;41,3821383;2,1377654;2,75433811549417;37443
"302";"RESTAURANTE FAT VEGGIES";"Carrer de París, 168";"Barcelona";"08036";"Centro, Eixample Esquerre";"Sana, Vegetariana";"Pan plano de patata fermentado con Zaatar. Curry rojo aromático (con trigo Florence y vegetales de temporada). Berenjena (con Miso-Sesamo y hojas de mostaza). Remolacha (con Labneh de cabra y polvora). Boniato, naranja, curry y yoghurt. Col picuda, cebolla tatemada, datiles y dukkah. Polenta, stracciatella y veggies de verano. Hummus de habas blancas y galletas de semillas.";"Informal, Rústico, Bien calidad-precio, Con encanto, Actual, Preferidos.";"Terraza, Comida para llevar, Abierto en domingo, Nuevos, Comida a domicilio.";"Carta a precio fijo";"Para grupos, Para amigos, Para jóvenes.";9,4;720;30;6,58063913728495;49;TRUE;TRUE;TRUE;41,3925838;2,1520356;1,631684416292;53717
"303";"RESTAURANTE XANC I MELI";"Carrer del Francolí, 53";"Barcelona";"08006";"St Gervasi-Santaló";"Catalana, Mediterránea";"Croquetas de jamón. Croquetas de setas. Buñuelos de bacalao. Ensalada con tomate seco y parmesano. Tabla de quesos. Pluma ibérica con judías de Santa Pau. Bacalao con pisto y muselina de ajo. Albóndigas con guisantes. Tarta de queso con coulis de frambuesa y fresa. Trufas.";"Informal, Bien calidad-precio, Con encanto, Actual, Preferidos.";"Unknown";"Unknown";"Para grupos, Para amigos, Para jóvenes, Para familias.";9,4;206;30;5,33271879326537;30;TRUE;TRUE;FALSE;41,4034492;2,1460354;2,71871983184433;62977
"304";"RESTAURANTE SENSE SENY";"Carrer de Mallorca, 257";"Barcelona";"08008";"Eixample Esquerre";"Tapas";"Crema catalana. Brownie casero. Bravas. Champiñones. Ostras. Cheesecake. Gambas al ajillo. Calamares salteados. Paella marinera. Pimientos del padrón. Burrata cremosa. Huevos rotos con jamón";"Informal, Con encanto.";"Abierto en domingo, Acceso movilidad reducida.";"Unknown";"Para grupos, Para familias.";9,4;1231;30;7,11639414409346;61,5;TRUE;TRUE;TRUE;41,3934442;2,1618712;0,993423434305014;70245
"305";"RESTAURANTE LA GUERITA MEXICANA";"Carrer de Manso, 53";"Barcelona";"08015";"Sant Antoni, Centro";"Mexicana";"Tacos al pastor. Gringa al pastor. Chilaquiles estilo la guerita. Tacos de berenjena. Cazuelita de cochinita pibil. Tacos de pollo al pibil. Torta vegetariana. Quesadillas. Flautas de patata o pollo.";"Informal.";"Música y copas, Terraza (8 pax), Platos para celíacos, Mesas redondas (6), Ticket restaurant (tarjeta), Ticket restaurant.";"Menú para grupos";"Para grupos, Para amigos, Para jóvenes, Para familias.";9,4;4659;20;8,44677072711969;61;TRUE;TRUE;TRUE;41,3777094;2,1617424;1,2477646663648;40775
"306";"RESTAURANTE LA BODEGA D’EN RUBÉN";"Carrer d'En Robador, 33";"Barcelona";"08001";"El Raval";"Mediterránea";"Cevivhe. Anchoas. Ostras. Callos. Ensaladilla de marisco. Arroz de mar. Mejillones. Quesos. Jamón";"Informal, Clásico.";"Cocina Non Stop, Comida para llevar, Abierto en domingo.";"Unknown";"Para amigos.";9,4;23;20;3,17805383034795;54;TRUE;TRUE;TRUE;41,379356;2,1709631;0,853974373944842;27000
"307";"RESTAURANTE EXTRA BAR";"Carrer del Torrent de l'Olla, 79";"Barcelona";"08012";"Gràcia";"Mediterránea, Regional española";"Ensalada de higos con anchoas. Croquetas de rustido. Patatas bravas. Ensaladilla con sardina ahumada, bonito o anchoa. Callos de bacalao. Bocadillo de panceta, mayonesa picante y cebolla. Huevo frito con terrina de pies y morro. Tacos de calamar con sobrasada y lima.";"Informal, Actual.";"Bodega bar.";"Unknown";"Para grupos, Para amigos, Para jóvenes.";9,4;263;20;5,57594910314632;34,5;TRUE;TRUE;TRUE;41,4013588;2,1580981;1,886657844092;43031
"308";"RESTAURANTE KOP DE MÀ";"Carrer de Riego, 4";"Barcelona";"08014";"Sants";"Tapas. Medias raciones, Regional española";"Unknown";"Informal, Tradicional.";"Comida para llevar, Acceso movilidad reducida.";"Menú para grupos";"Para grupos, Para amigos, Para jóvenes.";9,4;849;20;6,74523634948436;0;FALSE;FALSE;FALSE;41,3756537;2,1384003;2,93358175058877;37443
"309";"RESTAURANTE HOSOMAKI SANTS";"Carrer de Valladolid, 40";"Barcelona";"08014";"Sants";"Asiática, Japonesa";"Mochis de marisco. Yakisoba de pollo. Ramen de cerdo. Sushi. Sashimi. Tataki de ternera. Tataki de salmón. Mochis variados. Mochi de te macha. Tempura de langostino";"Informal, Con encanto.";"Terraza, Comida para llevar, Abierto en domingo, Comida a domicilio, Acceso movilidad reducida.";"Unknown";"Para ir con niños, Para familias.";9,4;302;30;5,71373280550937;34,5;TRUE;TRUE;TRUE;41,3778519;2,1371414;2,93517591416697;37443
"310";"RESTAURANTE L'Ú BISTROT";"Carrer de Mejía Lequerica, 14";"Barcelona";"08028";"Les Corts (En el barrio La Maternitat i Sant Ramon)";"Sana, Vegetariana (Ofrece opciones vegetarianas), Mediterránea";"Poke Bol Pollo. Poke Bol Salmón. Poke Bol Atún. Poke Bol Tofu. Hamburguesa L'Ú. Hamburguesa vegana L'Ú. Hamburguesa al plato L'Ú. Lluç de L'Ú. Compuerta de ternera. Patatas Torres. Olivas. Hummus con Crudités. Papas de yuca. Sopa del día (producto de mercado).";"Informal, Bien calidad-precio, Actual.";"Terraza, Brunch, Económico, Desayunos de tenedor.";"Unknown";"Para amigos, Para jóvenes, Para familias.";9,4;298;20;5,70044357339069;40;TRUE;FALSE;FALSE;41,3826585;2,1264991;3,67354127101303;41480
"311";"RESTAURANTE SANTORNEMI";"Avinguda de Sarrià, 17";"Barcelona";"08029";"Eixample Esquerre";"Catalana, Tradicional";"Caracoles. Paella. Chistorra con huevos y patatas. Calamares salteados. Pincho de chistorra. Buñuelos de bacalao. Butifarra blanca. Butifarra negra. Codillo. Tortilla de sobrasada";"Informal, Con encanto.";"Brunch, Amantes del vino, Comida para llevar, Acceso movilidad reducida.";"Unknown";"Para grupos.";9,4;512;30;6,24027584517077;36;TRUE;FALSE;TRUE;41,389872;2,1467708;1,97443734759795;50009
"312";"RESTAURANTE CAN PINEDA";"Carrer de Sant Joan de Malta, 55";"Barcelona";"08018";"El Clot-Sant Martí";"De mercado";"Huevos poché con trufa negra. Foie a la plancha con fondo de porrosalda con butifarra negra. Bacalao negro de Alaska con calçots confitados con romesco y fondo de pilpil de menta. Arroz confitado con bogavante, sepia y setas. Rollitos de col con crema de pimienta verde.";"Emblemático, Tradicional, Rústico, Clásico, Preferidos.";"Platos para celíacos, Amantes del vino, Acceso movilidad reducida.";"Menú para grupos";"Para grupos, Para cenas empresa, Para amigos, Para negocios, Para familias.";9,4;2019;60;7,61085279039525;30;TRUE;TRUE;TRUE;41,4085486;2,1929118;3,0631306240517;40663
"313";"RESTAURANTE ASIAN WAYS";"Avinguda del Paral.lel, 92";"Barcelona";"08015";"Centro, El Raval";"Asiática, Japonesa";"Ramen de soja. Ramen de miso. Ensalada de tofu con algas. Rollitos vietnamitas. Tempura de langostinos. Arroz frito al wok. Gyozas a la plancha rellenas de gambas, tortilla y carne de cerdo. Gyozas al vapor rellenas de pescado. Pato frito. Pies de pollo al estilo cantonés. Costillas de cerdo con judías negras al vapor.";"Original, Informal, Bien calidad-precio, Actual, Están de moda.";"Terraza (10 pax), Platos para celíacos, Económico, Abierto en domingo, Acceso movilidad reducida, Ticket restaurant, Cheque Gourmet, Sodexo.";"Unknown";"Para amigos, Para grupos, Para jóvenes.";9,3;3236;20;8,08240225392624;59,5;TRUE;TRUE;TRUE;41,3751976;2,166357;1,35052252775394;40775
"314";"RESTAURANTE IL CUORE DI NAPOLI";"Carrer de Còrsega, 232";"Barcelona";"08036";"Eixample Esquerre";"Italiana. Pizzería., Mediterránea";"Parmigiana. Burrata de puglia. Provolone al horno. Tris de montanaras. Paccheri del golfo. Scialatielli Titina. Gnocchi de mar. Risotto arlecchino. Ravioli al funghi porcini. Focaccia Leo. Pizza prosciutto. Pizza rucolina. Pizza diavola. Pizza Ragu. Calzone Frito. Pizza Napoletana. Pizza Cuore di Napoli";"Tradicional, Clásico, Bien calidad-precio.";"Comida para llevar, Comida a domicilio.";"Carta a precio fijo";"Para amigos, Para grupos, Para familias.";9,3;908;20;6,81234509417748;38;TRUE;TRUE;TRUE;41,3926707;2,154424;1,45342540637379;53717
